Query_ID,Identity_ID,Name,Image_Type,Priority,Query
Q002378,ID000298,Ralph Fiennes,Fake,1,Ralph Fiennes AI generated
Q002379,ID000298,Ralph Fiennes,Fake,2,Ralph Fiennes deepfake
Q002380,ID000298,Ralph Fiennes,Fake,3,Ralph Fiennes AI image
Q002381,ID000298,Ralph Fiennes,Fake,4,Ralph Fiennes viral deepfake
Q002382,ID000298,Ralph Fiennes,Fake,5,Ralph Fiennes synthetic face
Q002383,ID000298,Ralph Fiennes,Fake,6,Ralph Fiennes Stable Diffusion
Q002384,ID000298,Ralph Fiennes,Fake,7,Ralph Fiennes Midjourney
Q002385,ID000299,Reese Witherspoon,Real,1,Reese Witherspoon
Q002386,ID000299,Reese Witherspoon,Fake,1,Reese Witherspoon AI generated
Q002387,ID000299,Reese Witherspoon,Fake,2,Reese Witherspoon deepfake
Q002388,ID000299,Reese Witherspoon,Fake,3,Reese Witherspoon AI image
Q002389,ID000299,Reese Witherspoon,Fake,4,Reese Witherspoon viral deepfake
Q002390,ID000299,Reese Witherspoon,Fake,5,Reese Witherspoon synthetic face
Q002391,ID000299,Reese Witherspoon,Fake,6,Reese Witherspoon Stable Diffusion
Q002392,ID000299,Reese Witherspoon,Fake,7,Reese Witherspoon Midjourney
Q002393,ID000300,Rhett-McLaughlin,Real,1,Rhett-McLaughlin
Q002394,ID000300,Rhett-McLaughlin,Fake,1,Rhett-McLaughlin AI generated
Q002395,ID000300,Rhett-McLaughlin,Fake,2,Rhett-McLaughlin deepfake
Q002396,ID000300,Rhett-McLaughlin,Fake,3,Rhett-McLaughlin AI image
Q002397,ID000300,Rhett-McLaughlin,Fake,4,Rhett-McLaughlin viral deepfake
Q002398,ID000300,Rhett-McLaughlin,Fake,5,Rhett-McLaughlin synthetic face
Q002399,ID000300,Rhett-McLaughlin,Fake,6,Rhett-McLaughlin Stable Diffusion
Q002400,ID000300,Rhett-McLaughlin,Fake,7,Rhett-McLaughlin Midjourney
Q002401,ID000301,Richard Gere,Real,1,Richard Gere
Q002402,ID000301,Richard Gere,Fake,1,Richard Gere AI generated
Q002403,ID000301,Richard Gere,Fake,2,Richard Gere deepfake
Q002404,ID000301,Richard Gere,Fake,3,Richard Gere AI image
Q002405,ID000301,Richard Gere,Fake,4,Richard Gere viral deepfake
Q002406,ID000301,Richard Gere,Fake,5,Richard Gere synthetic face
Q002407,ID000301,Richard Gere,Fake,6,Richard Gere Stable Diffusion
Q002408,ID000301,Richard Gere,Fake,7,Richard Gere Midjourney
Q002409,ID000302,Rihanna,Real,1,Rihanna
Q002410,ID000302,Rihanna,Fake,1,Rihanna AI generated
Q002411,ID000302,Rihanna,Fake,2,Rihanna deepfake
Q002412,ID000302,Rihanna,Fake,3,Rihanna AI image
Q002413,ID000302,Rihanna,Fake,4,Rihanna viral deepfake
Q002414,ID000302,Rihanna,Fake,5,Rihanna synthetic face
Q002415,ID000302,Rihanna,Fake,6,Rihanna Stable Diffusion
Q002416,ID000302,Rihanna,Fake,7,Rihanna Midjourney
Q002417,ID000303,Rinko-Kikuchi,Real,1,Rinko-Kikuchi
Q002418,ID000303,Rinko-Kikuchi,Fake,1,Rinko-Kikuchi AI generated
Q002419,ID000303,Rinko-Kikuchi,Fake,2,Rinko-Kikuchi deepfake
Q002420,ID000303,Rinko-Kikuchi,Fake,3,Rinko-Kikuchi AI image
Q002421,ID000303,Rinko-Kikuchi,Fake,4,Rinko-Kikuchi viral deepfake
Q002422,ID000303,Rinko-Kikuchi,Fake,5,Rinko-Kikuchi synthetic face
Q002423,ID000303,Rinko-Kikuchi,Fake,6,Rinko-Kikuchi Stable Diffusion
Q002424,ID000303,Rinko-Kikuchi,Fake,7,Rinko-Kikuchi Midjourney
Q002425,ID000304,Robert De Niro,Real,1,Robert De Niro
Q002426,ID000304,Robert De Niro,Fake,1,Robert De Niro AI generated
Q002427,ID000304,Robert De Niro,Fake,2,Robert De Niro deepfake
Q002428,ID000304,Robert De Niro,Fake,3,Robert De Niro AI image
Q002429,ID000304,Robert De Niro,Fake,4,Robert De Niro viral deepfake
Q002430,ID000304,Robert De Niro,Fake,5,Robert De Niro synthetic face
Q002431,ID000304,Robert De Niro,Fake,6,Robert De Niro Stable Diffusion
Q002432,ID000304,Robert De Niro,Fake,7,Robert De Niro Midjourney
Q002433,ID000305,Robert Downey Jr.,Real,1,Robert Downey Jr.
Q002434,ID000305,Robert Downey Jr.,Fake,1,Robert Downey Jr. AI generated
Q002435,ID000305,Robert Downey Jr.,Fake,2,Robert Downey Jr. deepfake
Q002436,ID000305,Robert Downey Jr.,Fake,3,Robert Downey Jr. AI image
Q002437,ID000305,Robert Downey Jr.,Fake,4,Robert Downey Jr. viral deepfake
Q002438,ID000305,Robert Downey Jr.,Fake,5,Robert Downey Jr. synthetic face
Q002439,ID000305,Robert Downey Jr.,Fake,6,Robert Downey Jr. Stable Diffusion
Q002440,ID000305,Robert Downey Jr.,Fake,7,Robert Downey Jr. Midjourney
Q002441,ID000306,Robert Duvall,Real,1,Robert Duvall
Q002442,ID000306,Robert Duvall,Fake,1,Robert Duvall AI generated
Q002443,ID000306,Robert Duvall,Fake,2,Robert Duvall deepfake
Q002444,ID000306,Robert Duvall,Fake,3,Robert Duvall AI image
Q002445,ID000306,Robert Duvall,Fake,4,Robert Duvall viral deepfake
Q002446,ID000306,Robert Duvall,Fake,5,Robert Duvall synthetic face
Q002447,ID000306,Robert Duvall,Fake,6,Robert Duvall Stable Diffusion
Q002448,ID000306,Robert Duvall,Fake,7,Robert Duvall Midjourney
Q002449,ID000307,Robert Englund,Real,1,Robert Englund
Q002450,ID000307,Robert Englund,Fake,1,Robert Englund AI generated
Q002451,ID000307,Robert Englund,Fake,2,Robert Englund deepfake
Q002452,ID000307,Robert Englund,Fake,3,Robert Englund AI image
Q002453,ID000307,Robert Englund,Fake,4,Robert Englund viral deepfake
Q002454,ID000307,Robert Englund,Fake,5,Robert Englund synthetic face
Q002455,ID000307,Robert Englund,Fake,6,Robert Englund Stable Diffusion
Q002456,ID000307,Robert Englund,Fake,7,Robert Englund Midjourney
Q002457,ID000308,Robert Redford,Real,1,Robert Redford
Q002458,ID000308,Robert Redford,Fake,1,Robert Redford AI generated
Q002459,ID000308,Robert Redford,Fake,2,Robert Redford deepfake
Q002460,ID000308,Robert Redford,Fake,3,Robert Redford AI image
Q002461,ID000308,Robert Redford,Fake,4,Robert Redford viral deepfake
Q002462,ID000308,Robert Redford,Fake,5,Robert Redford synthetic face
Q002463,ID000308,Robert Redford,Fake,6,Robert Redford Stable Diffusion
Q002464,ID000308,Robert Redford,Fake,7,Robert Redford Midjourney
Q002465,ID000309,Roberto Benigni,Real,1,Roberto Benigni
Q002466,ID000309,Roberto Benigni,Fake,1,Roberto Benigni AI generated
Q002467,ID000309,Roberto Benigni,Fake,2,Roberto Benigni deepfake
Q002468,ID000309,Roberto Benigni,Fake,3,Roberto Benigni AI image
Q002469,ID000309,Roberto Benigni,Fake,4,Roberto Benigni viral deepfake
Q002470,ID000309,Roberto Benigni,Fake,5,Roberto Benigni synthetic face
Q002471,ID000309,Roberto Benigni,Fake,6,Roberto Benigni Stable Diffusion
Q002472,ID000309,Roberto Benigni,Fake,7,Roberto Benigni Midjourney
Q002473,ID000310,Roger Moore,Real,1,Roger Moore
Q002474,ID000310,Roger Moore,Fake,1,Roger Moore AI generated
Q002475,ID000310,Roger Moore,Fake,2,Roger Moore deepfake
Q002476,ID000310,Roger Moore,Fake,3,Roger Moore AI image
Q002477,ID000310,Roger Moore,Fake,4,Roger Moore viral deepfake
Q002478,ID000310,Roger Moore,Fake,5,Roger Moore synthetic face
Q002479,ID000310,Roger Moore,Fake,6,Roger Moore Stable Diffusion
Q002480,ID000310,Roger Moore,Fake,7,Roger Moore Midjourney
Q002481,ID000311,Rohit-Paudel,Real,1,Rohit-Paudel
Q002482,ID000311,Rohit-Paudel,Fake,1,Rohit-Paudel AI generated
Q002483,ID000311,Rohit-Paudel,Fake,2,Rohit-Paudel deepfake
Q002484,ID000311,Rohit-Paudel,Fake,3,Rohit-Paudel AI image
Q002485,ID000311,Rohit-Paudel,Fake,4,Rohit-Paudel viral deepfake
Q002486,ID000311,Rohit-Paudel,Fake,5,Rohit-Paudel synthetic face
Q002487,ID000311,Rohit-Paudel,Fake,6,Rohit-Paudel Stable Diffusion
Q002488,ID000311,Rohit-Paudel,Fake,7,Rohit-Paudel Midjourney
Q002489,ID000312,Romain Duris,Real,1,Romain Duris
Q002490,ID000312,Romain Duris,Fake,1,Romain Duris AI generated
Q002491,ID000312,Romain Duris,Fake,2,Romain Duris deepfake
Q002492,ID000312,Romain Duris,Fake,3,Romain Duris AI image
Q002493,ID000312,Romain Duris,Fake,4,Romain Duris viral deepfake
Q002494,ID000312,Romain Duris,Fake,5,Romain Duris synthetic face
Q002495,ID000312,Romain Duris,Fake,6,Romain Duris Stable Diffusion
Q002496,ID000312,Romain Duris,Fake,7,Romain Duris Midjourney
Q002497,ID000313,Ronaldo-Nazario,Real,1,Ronaldo-Nazario
Q002498,ID000313,Ronaldo-Nazario,Fake,1,Ronaldo-Nazario AI generated
Q002499,ID000313,Ronaldo-Nazario,Fake,2,Ronaldo-Nazario deepfake
Q002500,ID000313,Ronaldo-Nazario,Fake,3,Ronaldo-Nazario AI image
Q002501,ID000313,Ronaldo-Nazario,Fake,4,Ronaldo-Nazario viral deepfake
Q002502,ID000313,Ronaldo-Nazario,Fake,5,Ronaldo-Nazario synthetic face
Q002503,ID000313,Ronaldo-Nazario,Fake,6,Ronaldo-Nazario Stable Diffusion
Q002504,ID000313,Ronaldo-Nazario,Fake,7,Ronaldo-Nazario Midjourney
Q002505,ID000314,Rooney Mara,Real,1,Rooney Mara
Q002506,ID000314,Rooney Mara,Fake,1,Rooney Mara AI generated
Q002507,ID000314,Rooney Mara,Fake,2,Rooney Mara deepfake
Q002508,ID000314,Rooney Mara,Fake,3,Rooney Mara AI image
Q002509,ID000314,Rooney Mara,Fake,4,Rooney Mara viral deepfake
Q002510,ID000314,Rooney Mara,Fake,5,Rooney Mara synthetic face
Q002511,ID000314,Rooney Mara,Fake,6,Rooney Mara Stable Diffusion
Q002512,ID000314,Rooney Mara,Fake,7,Rooney Mara Midjourney
Q002513,ID000315,Rosario Dawson,Real,1,Rosario Dawson
Q002514,ID000315,Rosario Dawson,Fake,1,Rosario Dawson AI generated
Q002515,ID000315,Rosario Dawson,Fake,2,Rosario Dawson deepfake
Q002516,ID000315,Rosario Dawson,Fake,3,Rosario Dawson AI image
Q002517,ID000315,Rosario Dawson,Fake,4,Rosario Dawson viral deepfake
Q002518,ID000315,Rosario Dawson,Fake,5,Rosario Dawson synthetic face
Q002519,ID000315,Rosario Dawson,Fake,6,Rosario Dawson Stable Diffusion
Q002520,ID000315,Rosario Dawson,Fake,7,Rosario Dawson Midjourney
Q002521,ID000316,Rose Byrne,Real,1,Rose Byrne
Q002522,ID000316,Rose Byrne,Fake,1,Rose Byrne AI generated
Q002523,ID000316,Rose Byrne,Fake,2,Rose Byrne deepfake
Q002524,ID000316,Rose Byrne,Fake,3,Rose Byrne AI image
Q002525,ID000316,Rose Byrne,Fake,4,Rose Byrne viral deepfake
Q002526,ID000316,Rose Byrne,Fake,5,Rose Byrne synthetic face
Q002527,ID000316,Rose Byrne,Fake,6,Rose Byrne Stable Diffusion
Q002528,ID000316,Rose Byrne,Fake,7,Rose Byrne Midjourney
Q002529,ID000317,Rupert Grint,Real,1,Rupert Grint
Q002530,ID000317,Rupert Grint,Fake,1,Rupert Grint AI generated
Q002531,ID000317,Rupert Grint,Fake,2,Rupert Grint deepfake
Q002532,ID000317,Rupert Grint,Fake,3,Rupert Grint AI image
Q002533,ID000317,Rupert Grint,Fake,4,Rupert Grint viral deepfake
Q002534,ID000317,Rupert Grint,Fake,5,Rupert Grint synthetic face
Q002535,ID000317,Rupert Grint,Fake,6,Rupert Grint Stable Diffusion
Q002536,ID000317,Rupert Grint,Fake,7,Rupert Grint Midjourney
Q002537,ID000318,Russell Crowe,Real,1,Russell Crowe
Q002538,ID000318,Russell Crowe,Fake,1,Russell Crowe AI generated
Q002539,ID000318,Russell Crowe,Fake,2,Russell Crowe deepfake
Q002540,ID000318,Russell Crowe,Fake,3,Russell Crowe AI image
Q002541,ID000318,Russell Crowe,Fake,4,Russell Crowe viral deepfake
Q002542,ID000318,Russell Crowe,Fake,5,Russell Crowe synthetic face
Q002543,ID000318,Russell Crowe,Fake,6,Russell Crowe Stable Diffusion
Q002544,ID000318,Russell Crowe,Fake,7,Russell Crowe Midjourney
Q002545,ID000319,Sally Field,Real,1,Sally Field
Q002546,ID000319,Sally Field,Fake,1,Sally Field AI generated
Q002547,ID000319,Sally Field,Fake,2,Sally Field deepfake
Q002548,ID000319,Sally Field,Fake,3,Sally Field AI image
Q002549,ID000319,Sally Field,Fake,4,Sally Field viral deepfake
Q002550,ID000319,Sally Field,Fake,5,Sally Field synthetic face
Q002551,ID000319,Sally Field,Fake,6,Sally Field Stable Diffusion
Q002552,ID000319,Sally Field,Fake,7,Sally Field Midjourney
Q002553,ID000320,Salma Hayek,Real,1,Salma Hayek
Q002554,ID000320,Salma Hayek,Fake,1,Salma Hayek AI generated
Q002555,ID000320,Salma Hayek,Fake,2,Salma Hayek deepfake
Q002556,ID000320,Salma Hayek,Fake,3,Salma Hayek AI image
Q002557,ID000320,Salma Hayek,Fake,4,Salma Hayek viral deepfake
Q002558,ID000320,Salma Hayek,Fake,5,Salma Hayek synthetic face
Q002559,ID000320,Salma Hayek,Fake,6,Salma Hayek Stable Diffusion
Q002560,ID000320,Salma Hayek,Fake,7,Salma Hayek Midjourney
Q002561,ID000321,Sam Rockwell,Real,1,Sam Rockwell
Q002562,ID000321,Sam Rockwell,Fake,1,Sam Rockwell AI generated
Q002563,ID000321,Sam Rockwell,Fake,2,Sam Rockwell deepfake
Q002564,ID000321,Sam Rockwell,Fake,3,Sam Rockwell AI image
Q002565,ID000321,Sam Rockwell,Fake,4,Sam Rockwell viral deepfake
Q002566,ID000321,Sam Rockwell,Fake,5,Sam Rockwell synthetic face
Q002567,ID000321,Sam Rockwell,Fake,6,Sam Rockwell Stable Diffusion
Q002568,ID000321,Sam Rockwell,Fake,7,Sam Rockwell Midjourney
Q002569,ID000322,Sanna-Marin,Real,1,Sanna-Marin
Q002570,ID000322,Sanna-Marin,Fake,1,Sanna-Marin AI generated
Q002571,ID000322,Sanna-Marin,Fake,2,Sanna-Marin deepfake
Q002572,ID000322,Sanna-Marin,Fake,3,Sanna-Marin AI image
Q002573,ID000322,Sanna-Marin,Fake,4,Sanna-Marin viral deepfake
Q002574,ID000322,Sanna-Marin,Fake,5,Sanna-Marin synthetic face
Q002575,ID000322,Sanna-Marin,Fake,6,Sanna-Marin Stable Diffusion
Q002576,ID000322,Sanna-Marin,Fake,7,Sanna-Marin Midjourney
Q002577,ID000323,Sarah Michelle Gellar,Real,1,Sarah Michelle Gellar
Q002578,ID000323,Sarah Michelle Gellar,Fake,1,Sarah Michelle Gellar AI generated
Q002579,ID000323,Sarah Michelle Gellar,Fake,2,Sarah Michelle Gellar deepfake
Q002580,ID000323,Sarah Michelle Gellar,Fake,3,Sarah Michelle Gellar AI image
Q002581,ID000323,Sarah Michelle Gellar,Fake,4,Sarah Michelle Gellar viral deepfake
Q002582,ID000323,Sarah Michelle Gellar,Fake,5,Sarah Michelle Gellar synthetic face
Q002583,ID000323,Sarah Michelle Gellar,Fake,6,Sarah Michelle Gellar Stable Diffusion
Q002584,ID000323,Sarah Michelle Gellar,Fake,7,Sarah Michelle Gellar Midjourney
Q002585,ID000324,Sean Penn,Real,1,Sean Penn
Q002586,ID000324,Sean Penn,Fake,1,Sean Penn AI generated
Q002587,ID000324,Sean Penn,Fake,2,Sean Penn deepfake
Q002588,ID000324,Sean Penn,Fake,3,Sean Penn AI image
Q002589,ID000324,Sean Penn,Fake,4,Sean Penn viral deepfake
Q002590,ID000324,Sean Penn,Fake,5,Sean Penn synthetic face
Q002591,ID000324,Sean Penn,Fake,6,Sean Penn Stable Diffusion
Q002592,ID000324,Sean Penn,Fake,7,Sean Penn Midjourney
Q002593,ID000325,Sediqullah Atal,Real,1,Sediqullah Atal
Q002594,ID000325,Sediqullah Atal,Fake,1,Sediqullah Atal AI generated
Q002595,ID000325,Sediqullah Atal,Fake,2,Sediqullah Atal deepfake
Q002596,ID000325,Sediqullah Atal,Fake,3,Sediqullah Atal AI image
Q002597,ID000325,Sediqullah Atal,Fake,4,Sediqullah Atal viral deepfake
Q002598,ID000325,Sediqullah Atal,Fake,5,Sediqullah Atal synthetic face
Q002599,ID000325,Sediqullah Atal,Fake,6,Sediqullah Atal Stable Diffusion
Q002600,ID000325,Sediqullah Atal,Fake,7,Sediqullah Atal Midjourney
Q002601,ID000326,Seerna-William,Real,1,Seerna-William
Q002602,ID000326,Seerna-William,Fake,1,Seerna-William AI generated
Q002603,ID000326,Seerna-William,Fake,2,Seerna-William deepfake
Q002604,ID000326,Seerna-William,Fake,3,Seerna-William AI image
Q002605,ID000326,Seerna-William,Fake,4,Seerna-William viral deepfake
Q002606,ID000326,Seerna-William,Fake,5,Seerna-William synthetic face
Q002607,ID000326,Seerna-William,Fake,6,Seerna-William Stable Diffusion
Q002608,ID000326,Seerna-William,Fake,7,Seerna-William Midjourney
Q002609,ID000327,Selena Gomez,Real,1,Selena Gomez
Q002610,ID000327,Selena Gomez,Fake,1,Selena Gomez AI generated
Q002611,ID000327,Selena Gomez,Fake,2,Selena Gomez deepfake
Q002612,ID000327,Selena Gomez,Fake,3,Selena Gomez AI image
Q002613,ID000327,Selena Gomez,Fake,4,Selena Gomez viral deepfake
Q002614,ID000327,Selena Gomez,Fake,5,Selena Gomez synthetic face
Q002615,ID000327,Selena Gomez,Fake,6,Selena Gomez Stable Diffusion
Q002616,ID000327,Selena Gomez,Fake,7,Selena Gomez Midjourney
Q002617,ID000328,Sergio-Pérez-style,Real,1,Sergio-Pérez-style
Q002618,ID000328,Sergio-Pérez-style,Fake,1,Sergio-Pérez-style AI generated
Q002619,ID000328,Sergio-Pérez-style,Fake,2,Sergio-Pérez-style deepfake
Q002620,ID000328,Sergio-Pérez-style,Fake,3,Sergio-Pérez-style AI image
Q002621,ID000328,Sergio-Pérez-style,Fake,4,Sergio-Pérez-style viral deepfake
Q002622,ID000328,Sergio-Pérez-style,Fake,5,Sergio-Pérez-style synthetic face
Q002623,ID000328,Sergio-Pérez-style,Fake,6,Sergio-Pérez-style Stable Diffusion
Q002624,ID000328,Sergio-Pérez-style,Fake,7,Sergio-Pérez-style Midjourney
Q002625,ID000329,Shai-Hope,Real,1,Shai-Hope
Q002626,ID000329,Shai-Hope,Fake,1,Shai-Hope AI generated
Q002627,ID000329,Shai-Hope,Fake,2,Shai-Hope deepfake
Q002628,ID000329,Shai-Hope,Fake,3,Shai-Hope AI image
Q002629,ID000329,Shai-Hope,Fake,4,Shai-Hope viral deepfake
Q002630,ID000329,Shai-Hope,Fake,5,Shai-Hope synthetic face
Q002631,ID000329,Shai-Hope,Fake,6,Shai-Hope Stable Diffusion
Q002632,ID000329,Shai-Hope,Fake,7,Shai-Hope Midjourney
Q002633,ID000330,Shakira-Isabel-Mebarak-Ripoll,Real,1,Shakira-Isabel-Mebarak-Ripoll
Q002634,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,1,Shakira-Isabel-Mebarak-Ripoll AI generated
Q002635,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,2,Shakira-Isabel-Mebarak-Ripoll deepfake
Q002636,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,3,Shakira-Isabel-Mebarak-Ripoll AI image
Q002637,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,4,Shakira-Isabel-Mebarak-Ripoll viral deepfake
Q002638,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,5,Shakira-Isabel-Mebarak-Ripoll synthetic face
Q002639,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,6,Shakira-Isabel-Mebarak-Ripoll Stable Diffusion
Q002640,ID000330,Shakira-Isabel-Mebarak-Ripoll,Fake,7,Shakira-Isabel-Mebarak-Ripoll Midjourney
Q002641,ID000331,Sharlto Copley,Real,1,Sharlto Copley
Q002642,ID000331,Sharlto Copley,Fake,1,Sharlto Copley AI generated
Q002643,ID000331,Sharlto Copley,Fake,2,Sharlto Copley deepfake
Q002644,ID000331,Sharlto Copley,Fake,3,Sharlto Copley AI image
Q002645,ID000331,Sharlto Copley,Fake,4,Sharlto Copley viral deepfake
Q002646,ID000331,Sharlto Copley,Fake,5,Sharlto Copley synthetic face
Q002647,ID000331,Sharlto Copley,Fake,6,Sharlto Copley Stable Diffusion
Q002648,ID000331,Sharlto Copley,Fake,7,Sharlto Copley Midjourney
Q002649,ID000332,Shia LaBeouf,Real,1,Shia LaBeouf
Q002650,ID000332,Shia LaBeouf,Fake,1,Shia LaBeouf AI generated
Q002651,ID000332,Shia LaBeouf,Fake,2,Shia LaBeouf deepfake
Q002652,ID000332,Shia LaBeouf,Fake,3,Shia LaBeouf AI image
Q002653,ID000332,Shia LaBeouf,Fake,4,Shia LaBeouf viral deepfake
Q002654,ID000332,Shia LaBeouf,Fake,5,Shia LaBeouf synthetic face
Q002655,ID000332,Shia LaBeouf,Fake,6,Shia LaBeouf Stable Diffusion
Q002656,ID000332,Shia LaBeouf,Fake,7,Shia LaBeouf Midjourney
Q002657,ID000333,Shohei-Ohtani,Real,1,Shohei-Ohtani
Q002658,ID000333,Shohei-Ohtani,Fake,1,Shohei-Ohtani AI generated
Q002659,ID000333,Shohei-Ohtani,Fake,2,Shohei-Ohtani deepfake
Q002660,ID000333,Shohei-Ohtani,Fake,3,Shohei-Ohtani AI image
Q002661,ID000333,Shohei-Ohtani,Fake,4,Shohei-Ohtani viral deepfake
Q002662,ID000333,Shohei-Ohtani,Fake,5,Shohei-Ohtani synthetic face
Q002663,ID000333,Shohei-Ohtani,Fake,6,Shohei-Ohtani Stable Diffusion
Q002664,ID000333,Shohei-Ohtani,Fake,7,Shohei-Ohtani Midjourney
Q002665,ID000334,Shreya-GhoshalI,Real,1,Shreya-GhoshalI
Q002666,ID000334,Shreya-GhoshalI,Fake,1,Shreya-GhoshalI AI generated
Q002667,ID000334,Shreya-GhoshalI,Fake,2,Shreya-GhoshalI deepfake
Q002668,ID000334,Shreya-GhoshalI,Fake,3,Shreya-GhoshalI AI image
Q002669,ID000334,Shreya-GhoshalI,Fake,4,Shreya-GhoshalI viral deepfake
Q002670,ID000334,Shreya-GhoshalI,Fake,5,Shreya-GhoshalI synthetic face
Q002671,ID000334,Shreya-GhoshalI,Fake,6,Shreya-GhoshalI Stable Diffusion
Q002672,ID000334,Shreya-GhoshalI,Fake,7,Shreya-GhoshalI Midjourney
Q002673,ID000335,Shubman Gill,Real,1,Shubman Gill
Q002674,ID000335,Shubman Gill,Fake,1,Shubman Gill AI generated
Q002675,ID000335,Shubman Gill,Fake,2,Shubman Gill deepfake
Q002676,ID000335,Shubman Gill,Fake,3,Shubman Gill AI image
Q002677,ID000335,Shubman Gill,Fake,4,Shubman Gill viral deepfake
Q002678,ID000335,Shubman Gill,Fake,5,Shubman Gill synthetic face
Q002679,ID000335,Shubman Gill,Fake,6,Shubman Gill Stable Diffusion
Q002680,ID000335,Shubman Gill,Fake,7,Shubman Gill Midjourney
Q002681,ID000336,Sigourney Weaver,Real,1,Sigourney Weaver
Q002682,ID000336,Sigourney Weaver,Fake,1,Sigourney Weaver AI generated
Q002683,ID000336,Sigourney Weaver,Fake,2,Sigourney Weaver deepfake
Q002684,ID000336,Sigourney Weaver,Fake,3,Sigourney Weaver AI image
Q002685,ID000336,Sigourney Weaver,Fake,4,Sigourney Weaver viral deepfake
Q002686,ID000336,Sigourney Weaver,Fake,5,Sigourney Weaver synthetic face
Q002687,ID000336,Sigourney Weaver,Fake,6,Sigourney Weaver Stable Diffusion
Q002688,ID000336,Sigourney Weaver,Fake,7,Sigourney Weaver Midjourney
Q002689,ID000337,Song Kang-ho,Real,1,Song Kang-ho
Q002690,ID000337,Song Kang-ho,Fake,1,Song Kang-ho AI generated
Q002691,ID000337,Song Kang-ho,Fake,2,Song Kang-ho deepfake
Q002692,ID000337,Song Kang-ho,Fake,3,Song Kang-ho AI image
Q002693,ID000337,Song Kang-ho,Fake,4,Song Kang-ho viral deepfake
Q002694,ID000337,Song Kang-ho,Fake,5,Song Kang-ho synthetic face
Q002695,ID000337,Song Kang-ho,Fake,6,Song Kang-ho Stable Diffusion
Q002696,ID000337,Song Kang-ho,Fake,7,Song Kang-ho Midjourney
Q002697,ID000338,Song-Hye-Kyo,Real,1,Song-Hye-Kyo
Q002698,ID000338,Song-Hye-Kyo,Fake,1,Song-Hye-Kyo AI generated
Q002699,ID000338,Song-Hye-Kyo,Fake,2,Song-Hye-Kyo deepfake
Q002700,ID000338,Song-Hye-Kyo,Fake,3,Song-Hye-Kyo AI image
Q002701,ID000338,Song-Hye-Kyo,Fake,4,Song-Hye-Kyo viral deepfake
Q002702,ID000338,Song-Hye-Kyo,Fake,5,Song-Hye-Kyo synthetic face
Q002703,ID000338,Song-Hye-Kyo,Fake,6,Song-Hye-Kyo Stable Diffusion
Q002704,ID000338,Song-Hye-Kyo,Fake,7,Song-Hye-Kyo Midjourney
Q002705,ID000339,Sophie-Devine,Real,1,Sophie-Devine
Q002706,ID000339,Sophie-Devine,Fake,1,Sophie-Devine AI generated
Q002707,ID000339,Sophie-Devine,Fake,2,Sophie-Devine deepfake
Q002708,ID000339,Sophie-Devine,Fake,3,Sophie-Devine AI image
Q002709,ID000339,Sophie-Devine,Fake,4,Sophie-Devine viral deepfake
Q002710,ID000339,Sophie-Devine,Fake,5,Sophie-Devine synthetic face
Q002711,ID000339,Sophie-Devine,Fake,6,Sophie-Devine Stable Diffusion
Q002712,ID000339,Sophie-Devine,Fake,7,Sophie-Devine Midjourney
Q002713,ID000340,Steve Zahn,Real,1,Steve Zahn
Q002714,ID000340,Steve Zahn,Fake,1,Steve Zahn AI generated
Q002715,ID000340,Steve Zahn,Fake,2,Steve Zahn deepfake
Q002716,ID000340,Steve Zahn,Fake,3,Steve Zahn AI image
Q002717,ID000340,Steve Zahn,Fake,4,Steve Zahn viral deepfake
Q002718,ID000340,Steve Zahn,Fake,5,Steve Zahn synthetic face
Q002719,ID000340,Steve Zahn,Fake,6,Steve Zahn Stable Diffusion
Q002720,ID000340,Steve Zahn,Fake,7,Steve Zahn Midjourney
Q002721,ID000341,Steven Seagal,Real,1,Steven Seagal
Q002722,ID000341,Steven Seagal,Fake,1,Steven Seagal AI generated
Q002723,ID000341,Steven Seagal,Fake,2,Steven Seagal deepfake
Q002724,ID000341,Steven Seagal,Fake,3,Steven Seagal AI image
Q002725,ID000341,Steven Seagal,Fake,4,Steven Seagal viral deepfake
Q002726,ID000341,Steven Seagal,Fake,5,Steven Seagal synthetic face
Q002727,ID000341,Steven Seagal,Fake,6,Steven Seagal Stable Diffusion
Q002728,ID000341,Steven Seagal,Fake,7,Steven Seagal Midjourney
Q002729,ID000342,Suryakumar Yadav,Real,1,Suryakumar Yadav
Q002730,ID000342,Suryakumar Yadav,Fake,1,Suryakumar Yadav AI generated
Q002731,ID000342,Suryakumar Yadav,Fake,2,Suryakumar Yadav deepfake
Q002732,ID000342,Suryakumar Yadav,Fake,3,Suryakumar Yadav AI image
Q002733,ID000342,Suryakumar Yadav,Fake,4,Suryakumar Yadav viral deepfake
Q002734,ID000342,Suryakumar Yadav,Fake,5,Suryakumar Yadav synthetic face
Q002735,ID000342,Suryakumar Yadav,Fake,6,Suryakumar Yadav Stable Diffusion
